timestamp,gps_timestamp,latitude,latitude_error,longitude,longitude_error,altitude,altitude_error,velocity,velocity_error,heading,heading_error,magnetic_declination,nsat,imu_timestamp,ax,ay,az,gx,gy,gz,compass_timestamp,compass_heading,barometer_timestamp,temperature,pressure,barometer_altitude,adc_timestamp,A0,A1,A2,A3,heart_rate,battery_voltage
"[1655102658.0428736, 1655102659.054847, 1655102659.984984, 1655102660.9182832, 1655102661.8902366, 1655102662.9102092, 1655102663.8815382]","[1655102657.5530512, 1655102658.5048814, 1655102659.4973083, 1655102660.5094998, 1655102661.5026238, 1655102662.5289066, 1655102663.5159523]","[23.7624847, 23.7624613, 23.7624762, 23.7624689, 23.7624738, 23.7624619, 23.7624569]","[33.06, 33.06, 32.187, 32.187, 32.187, 32.187, 19.257]","[90.4066138, 90.4066311, 90.406634, 90.4066493, 90.4066588, 90.4066735, 90.4066783]","[40.153, 40.153, 38.933, 38.933, 38.933, 38.933, 21.284]","[12.35, 12.467, 13.001, 13.527, 13.452, 14.021, 13.621]","[26.26, 30.671, 31.435, 31.438, 31.22, 30.557, 39.07]","[0.762, 1.047, 0.343, 0.385, 0.127, 0.27, 0.36]","[1.2, 1.35, 1.07, 1.1, 0.74, 0.88, 0.97]","[50.3603, 119.0083, 119.0083, 119.0083, 119.0083, 119.0083, 119.0083]","[nan, nan, nan, nan, nan, nan, nan]","[-0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2]","[4, 5, 5, 5, 5, 6, 6]","[1655102657.9120812, 1655102658.9560964, 1655102659.9701006, 1655102660.912036, 1655102661.884719, 1655102662.8981237, 1655102663.8721578]","[0.9457096557617187, -4.61602080078125, -4.867411975097656, -4.024652990722656, -3.854664672851562, -4.766855505371093, -4.2305543334960936]","[8.947131604003905, 8.042123376464843, 9.464279162597656, 7.668627917480468, 8.499415893554687, 9.17458076171875, 8.379705810546875]","[-4.036623999023437, -3.6296097167968746, -4.378994836425781, -5.125985754394531, -6.756437084960937, -6.1818286865234375, -6.885723974609375]","[0.23087232678748326, -0.5774139036186702, 0.5490356039857818, -0.1645009032107686, -0.12644950760445195, -0.5988578754151855, -0.13035370899131754]","[-1.7425557951168347, 0.21047724491579745, -0.06450673037701765, -0.10232503933337218, -0.14824310937591048, 0.3889050754618029, 0.1960258726181458]","[15.748091603053435, 35.74045801526717, -23.923664122137403, 2.7709923664122136, -11.389312977099237, 0.06870229007633588, -26.893129770992367]","[1655102657.98338, 1655102659.0501342, 1655102659.979712, 1655102660.833074, 1655102661.7585497, 1655102662.9062715, 1655102663.8775544]","[59.4129586459019, 61.364918169880916, 60.77226193409688, 60.81504378360033, 60.56177029628724, 61.862675073657385, 65.737485192564]","[1655102658.0421658, 1655102659.0495625, 1655102659.804915, 1655102660.9175863, 1655102661.7691712, 1655102662.761152, 1655102663.7641864]","[36.61496387698085, 36.60374316932919, 36.61496387698085, 36.64301324600386, 36.659841222800324, 36.648622708595674, 36.67105918922771]","[100062.37854352499, 100039.69085925761, 100049.20049161732, 100035.47957153457, 100050.83038657533, 100047.97655171703, 100060.06801262313]","[0.10781830395765746, 0.10716533648394311, 0.10731712019783624, 0.10686465709152104, 0.10721986290030294, 0.10788716385506714, 0.10685624790558901]","[1655102657.7556634, 1655102658.3198717, 1655102659.7912338, 1655102660.4800596, 1655102661.7805417, 1655102662.4613671, 1655102663.7637074]","[2760, 2826, 2827, 2829, 2825, 2820, 2824]","[2776, 2846, 2852, 2857, 2853, 2844, 2852]","[2780, 2852, 2847, 2855, 2847, 2852, 2846]","[2779, 2854, 2852, 2856, 2850, 2846, 2843]","[2760, 2826, 2827, 2829, 2825, 2820, 2824]","[0.53, 0.54, 0.55, 0.55, 0.55, 0.54, 0.55]"
