timestamp,gps_timestamp,latitude,latitude_error,longitude,longitude_error,altitude,altitude_error,velocity,velocity_error,heading,heading_error,magnetic_declination,nsat,imu_timestamp,ax,ay,az,gx,gy,gz,compass_timestamp,compass_heading,barometer_timestamp,temperature,pressure,baro_alt,adc_timestamp,A0,A1,A2,A3,heart_rate,battery_voltage
"[1654310714.499303, 1654310715.4825618, 1654310715.649365, 1654310715.688136, 1654310715.7655442, 1654310716.4821844, 1654310717.428792, 1654310718.484819, 1654310719.4418385, 1654310720.4937823, 1654310721.507796, 1654310722.638601, 1654310722.638996, 1654310722.7530282, 1654310723.6514046, 1654310723.7299008, 1654310723.7692978]","[1654310714.3077397, 1654310715.3518987, 1654310715.3518987, 1654310715.3518987, 1654310715.3518987, 1654310716.3088434, 1654310717.3102539, 1654310718.3113756, 1654310719.348745, 1654310720.305086, 1654310721.3642757, 1654310722.3194382, 1654310722.3194382, 1654310722.3194382, 1654310723.3784301, 1654310723.3784301, 1654310723.3784301]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1654310714.493074, 1654310715.3850517, 1654310715.631294, 1654310715.631294, 1654310715.75639, 1654310716.4717984, 1654310717.2989178, 1654310718.479101, 1654310719.3126843, 1654310720.358455, 1654310721.3978999, 1654310722.5274646, 1654310722.5274646, 1654310722.743455, 1654310723.5438294, 1654310723.7099266, 1654310723.7544568]","[0.2442085693359375, 0.21308394775390624, 0.19393033447265623, 0.22026655273437498, 0.23702596435546874, 0.258573779296875, 0.2705447875976562, 0.2346317626953125, 0.22744915771484372, 0.28012159423828126, 0.25139117431640623, 0.22026655273437498, 0.22026655273437498, 0.24899697265624998, 0.25139117431640623, 0.19871873779296872, 0.19871873779296872]","[-0.0909796630859375, -0.07900865478515624, -0.12689268798828124, -0.105344873046875, -0.09337386474609374, -0.05027823486328125, -0.0526724365234375, -0.09576806640624999, -0.12689268798828124, -0.06943184814453125, -0.07422025146484375, -0.10295067138671875, -0.10295067138671875, -0.08379705810546874, -0.076614453125, -0.03591302490234375, -0.03591302490234375]","[7.754819177246094, 7.663839514160156, 7.630320690917968, 7.721300354003906, 7.599196069335937, 7.771578588867187, 7.668627917480468, 7.747636572265624, 7.663839514160156, 7.594407666015624, 7.668627917480468, 7.635109094238281, 7.635109094238281, 7.6279264892578125, 7.723694555664062, 7.671022119140624, 7.671022119140624]","[-0.01759804207214032, -0.01899656197191306, -0.0179476720470835, -0.018821746984441466, -0.018239030359536158, -0.01771458539712138, -0.018180758697045628, -0.018180758697045628, -0.01853038867198881, -0.018646931996969873, -0.018821746984441466, -0.016898782122253948, -0.016898782122253948, -0.01905483363440359, -0.0171901404347066, -0.017772857059611912, -0.017772857059611912]","[0.0025639531495833577, 0.0018646931996969872, 0.0018064215372064565, 0.0016316065497348638, 0.00203950818716858, 0.0025639531495833577, 0.001922964862187518, 0.0018064215372064565, 0.001922964862187518, 0.0021560515121496417, 0.0025639531495833577, 0.0026222248120738884, 0.0026222248120738884, 0.002097779849659111, 0.0026222248120738884, 0.0022143231746401724, 0.0022143231746401724]","[-0.33587786259541985, -0.4122137404580153, -0.32061068702290074, -0.32061068702290074, -0.2366412213740458, -0.35877862595419846, -0.42748091603053434, -0.1297709923664122, -0.44274809160305345, -0.4122137404580153, -0.3511450381679389, -0.4580152671755725, -0.4580152671755725, -0.44274809160305345, -0.1984732824427481, -0.40458015267175573, -0.40458015267175573]","[1654310714.489345, 1654310715.4786077, 1654310715.6373591, 1654310715.6811593, 1654310715.7502313, 1654310716.3768203, 1654310717.424918, 1654310718.3863988, 1654310719.4379826, 1654310720.39806, 1654310721.4151628, 1654310722.6288228, 1654310722.6288228, 1654310722.7492661, 1654310723.5574496, 1654310723.7244456, 1654310723.750758]","[237.6503256171143, 238.00301916456678, 238.23085191716098, 237.9358432989627, 237.82661909270254, 238.21465858563536, 237.6503256171143, 237.82661909270254, 237.62583687890728, 238.3663877576032, 238.09571201918436, 237.82661909270254, 237.82661909270254, 237.71729998944014, 237.77704952051675, 237.80178712358824, 238.09571201918436]","[1654310714.3720868, 1654310715.3523736, 1654310715.551251, 1654310715.551251, 1654310715.7139182, 1654310716.4774222, 1654310717.31841, 1654310718.3057296, 1654310719.3491595, 1654310720.350323, 1654310721.3210306, 1654310722.5219707, 1654310722.5219707, 1654310722.7229602, 1654310723.5541525, 1654310723.5541525, 1654310723.735694]","[33.72387333655331, 33.74661004195718, 33.72387333655331, 33.71250406404543, 33.71250406404543, 33.74092609547286, 33.757977475396004, 33.73524199576673, 33.76934429635437, 33.74661004195718, 33.775027477238076, 33.757977475396004, 33.757977475396004, 33.75229383525359, 33.76366096241831, 33.74661004195718, 33.74661004195718]","[100098.06735067375, 100082.74618583366, 100090.56053886455, 100090.56053886455, 100090.56053886455, 100104.12258403005, 100095.67848618444, 100084.6191882027, 100095.67848618444, 100092.70770153323, 100098.4555247873, 100093.72495893894, 100093.72495893894, 100096.33993522811, 100099.31082841422, 100096.8892965794, 100100.79627529884]","[0.10346933055372598, 0.10368691549222375, 0.10302829742937059, 0.10302829742937059, 0.10302829742937059, 0.10300517547784604, 0.1027548216787777, 0.10323920071438342, 0.10338071999389298, 0.10338752461402034, 0.10315347894292226, 0.10191532166833106, 0.10191532166833106, 0.10362160792073638, 0.10297251162985299, 0.103120841194273, 0.103120841194273]","[1654310714.2884266, 1654310715.3355665, 1654310715.3355665, 1654310715.3355665, 1654310715.7622843, 1654310716.081997, 1654310717.2215836, 1654310718.2556665, 1654310719.257734, 1654310720.281726, 1654310721.3141496, 1654310722.3899693, 1654310722.3899693, 1654310722.7491481, 1654310723.5147665, 1654310723.5147665, 1654310723.5147665]","[4399, 4095, 4095, 4095, 5124, 3777, 3776, 4193, 5371, 3751, 5369, 3933, 3933, 4856, 4910, 4910, 4910]","[4744, 4233, 4233, 4233, 4746, 4733, 4195, 4673, 4737, 4189, 4538, 4728, 4728, 4282, 4646, 4646, 4646]","[4367, 4624, 4624, 4624, 4206, 4483, 4683, 4149, 4517, 4608, 4194, 4699, 4699, 4198, 4746, 4746, 4746]","[4738, 4304, 4304, 4304, 4278, 4760, 4745, 4761, 4163, 4760, 4181, 4745, 4745, 4165, 4744, 4744, 4744]","[4399, 4095, 4095, 4095, 5124, 3777, 3776, 4193, 5371, 3751, 5369, 3933, 3933, 4856, 4910, 4910, 4910]","[4744, 4233, 4233, 4233, 4746, 4733, 4195, 4673, 4737, 4189, 4538, 4728, 4728, 4282, 4646, 4646, 4646]"
